M1:

[ 0.380002, -0.243142, -0.319746,  0.759988]
38,50,50,3400

50,38,50,3273

50,50,41,3521

41,50,50,3568

50,41,50,3524

50,50,44,3745

44,50,50,3840

50,44,50,3777

50,50,47,4059

47,50,50,4118

50,47,50,4032

50,50,50,4278

20,53,20,872

53,20,20,784

20,20,53,862

23,53,20,984

53,23,20,901

20,53,23,1019

23,20,53,987

23,53,23,1164

53,23,23,1054

23,23,53,1124

26,53,20,1059

53,26,20,1008

20,53,26,1133

26,20,53,1053

26,53,23,1263

53,26,23,1175

23,53,26,1289

26,23,53,1208

26,53,26,1394

53,26,26,1308

26,26,53,1355

29,53,20,1186

53,29,20,1108

20,53,29,1233

29,20,53,1177

29,53,23,1401

53,29,23,1320

23,53,29,1418

29,23,53,1339

29,53,26,1549

53,29,26,1453

26,53,29,1515

29,26,53,1502

29,53,29,1694

53,29,29,1591

29,29,53,1668

32,53,20,1265

53,32,20,1224

20,53,32,1344

32,20,53,1252

32,53,23,1496

53,32,23,1441

23,53,32,1530

32,23,53,1430

32,53,26,1646

53,32,26,1596

26,53,32,1646

32,26,53,1603

32,53,29,1810

53,32,29,1753

29,53,32,1835

32,29,53,1778

32,53,32,1963

53,32,32,1897

32,32,53,1953

35,53,20,1376

53,35,20,1335

20,53,35,1507

35,20,53,1359

35,53,23,1624

53,35,23,1575

23,53,35,1717

35,23,53,1551

35,53,26,1793

53,35,26,1737

26,53,35,1835

35,26,53,1749

35,53,29,1963

53,35,29,1907

29,53,35,2049

35,29,53,1942

35,53,32,2134

53,35,32,2068

32,53,35,2175

35,32,53,2134

35,53,35,2382

53,35,35,2307

35,35,53,2330

38,53,20,1499

53,38,20,1442

20,53,38,1611

38,20,53,1475

38,53,23,1765

53,38,23,1699

23,53,38,1837

38,23,53,1693

38,53,26,1952

53,38,26,1881

26,53,38,1972

38,26,53,1896

38,53,29,2139

53,38,29,2065

29,53,38,2191

38,29,53,2104

38,53,32,2316

53,38,32,2241

32,53,38,2333

38,32,53,2318

38,53,35,2586

53,38,35,2499

35,53,38,2547

38,35,53,2529

38,53,38,2775

53,38,38,2689

38,38,53,2740

41,53,20,1571

53,41,20,1558

20,53,41,1720

41,20,53,1549

41,53,23,1847

53,41,23,1833

23,53,41,1963

41,23,53,1769

41,53,26,2044

53,41,26,2026

26,53,41,2104

41,26,53,1991

41,53,29,2237

53,41,29,2223

29,53,41,2341

41,29,53,2216

41,53,32,2437

53,41,32,2413

32,53,41,2493

41,32,53,2435

41,53,35,2708

53,41,35,2689

35,53,41,2721

41,35,53,2650

41,53,38,2912

53,41,38,2890

38,53,41,2959

41,38,53,2871

41,53,41,3101

53,41,41,3082

41,41,53,3093

44,53,20,1686

53,44,20,1666

20,53,44,1819

44,20,53,1670

44,53,23,1991

53,44,23,1967

23,53,44,2079

44,23,53,1908

44,53,26,2201

53,44,26,2173

26,53,44,2230

44,26,53,2144

44,53,29,2414

53,44,29,2377

29,53,44,2481

44,29,53,2381

44,53,32,2622

53,44,32,2585

32,53,44,2647

44,32,53,2618

44,53,35,2923

53,44,35,2884

35,53,44,2889

44,35,53,2856

44,53,38,3131

53,44,38,3094

38,53,44,3144

44,38,53,3100

44,53,41,3348

53,44,41,3303

41,53,44,3292

44,41,53,3333

44,53,44,3554

53,44,44,3509

44,44,53,3566

47,53,20,1806

53,47,20,1777

20,53,47,1981

47,20,53,1784

47,53,23,2128

53,47,23,2090

23,53,47,2257

47,23,53,2037

47,53,26,2362

53,47,26,2320

26,53,47,2421

47,26,53,2296

47,53,29,2580

53,47,29,2546

29,53,47,2695

47,29,53,2546

47,53,32,2803

53,47,32,2762

32,53,47,2874

47,32,53,2809

47,53,35,3136

53,47,35,3078

35,53,47,3133

47,35,53,3065

47,53,38,3361

53,47,38,3303

38,53,47,3414

47,38,53,3315

47,53,41,3585

53,47,41,3522

41,53,47,3585

47,41,53,3566

47,53,44,3806

53,47,44,3743

44,53,47,3851

47,44,53,3823

47,53,47,4129

53,47,47,4059

47,47,53,4076

50,53,20,1880

53,50,20,1884

20,53,50,2086

50,20,53,1855

50,53,23,2215

53,50,23,2222

23,53,50,2377

50,23,53,2119

50,53,26,2449

53,50,26,2468

26,53,50,2549

50,26,53,2388

50,53,29,2694

53,50,29,2701

29,53,50,2841

50,29,53,2651

50,53,32,2925

53,50,32,2932

32,53,50,3035

50,32,53,2915

50,53,35,3256

53,50,35,3267

35,53,50,3304

50,35,53,3178

50,53,38,3493

53,50,38,3504

38,53,50,3597

50,38,53,3442

50,53,41,3729

53,50,41,3743

41,53,50,3780

50,41,53,3707

50,53,44,3962

53,50,44,3978

44,53,50,4063

50,44,53,3973

50,53,47,4297

53,50,47,4314

47,53,50,4355

50,47,53,4238

50,53,50,4547

53,50,50,4559

50,50,53,4505

53,53,20,2002

20,53,53,2194

53,20,53,1974

53,53,23,2356

23,53,53,2502

53,23,53,2257

53,53,26,2610

26,53,53,2680

53,26,53,2543

53,53,29,2862

29,53,53,2992

53,29,53,2814

53,53,32,3111

32,53,53,3186

53,32,53,3100

53,53,35,3464

35,53,53,3474

53,35,53,3384

53,53,38,3718

38,53,53,3793

53,38,53,3664

53,53,41,3969

41,53,53,3968

53,41,53,3947

53,53,44,4218

44,53,53,4279

53,44,53,4229

53,53,47,4570

47,53,53,4587

53,47,53,4512

53,53,50,4834

50,53,53,4768

53,50,53,4800

53,53,53,5084

20,56,20,921

56,20,20,810

20,20,56,897

23,56,20,1044

56,23,20,936

20,56,23,1077

23,20,56,1029

23,56,23,1229

56,23,23,1094

23,23,56,1174

26,56,20,1119

56,26,20,1034

20,56,26,1207

26,20,56,1099

26,56,23,1318

56,26,23,1231

23,56,26,1367

26,23,56,1264

26,56,26,1473

56,26,26,1360

26,26,56,1414

29,56,20,1256

56,29,20,1162

20,56,29,1315

29,20,56,1221

29,56,23,1466

56,29,23,1365

23,56,29,1497

29,23,56,1394

29,56,26,1625

56,29,26,1509

26,56,29,1600

29,26,56,1573

29,56,29,1787

56,29,29,1652

29,29,56,1752

32,56,20,1337

56,32,20,1272

20,56,32,1427

32,20,56,1310

32,56,23,1574

56,32,23,1495

23,56,32,1616

32,23,56,1496

32,56,26,1740

56,32,26,1661

26,56,32,1741

32,26,56,1677

32,56,29,1905

56,32,29,1817

29,56,32,1936

32,29,56,1862

32,56,32,2069

56,32,32,1978

32,32,56,2049

35,56,20,1455

56,35,20,1392

20,56,35,1588

35,20,56,1426

35,56,23,1717

56,35,23,1629

23,56,35,1812

35,23,56,1626

35,56,26,1896

56,35,26,1799

26,56,35,1939

35,26,56,1834

35,56,29,2073

56,35,29,1979

29,56,35,2162

35,29,56,2035

35,56,32,2258

56,35,32,2152

32,56,35,2304

35,32,56,2237

35,56,35,2515

56,35,35,2396

35,35,56,2438

38,56,20,1581

56,38,20,1500

20,56,38,1699

38,20,56,1550

38,56,23,1861

56,38,23,1770

23,56,38,1937

38,23,56,1771

38,56,26,2057

56,38,26,1953

26,56,38,2076

38,26,56,1992

38,56,29,2262

56,38,29,2143

29,56,38,2318

38,29,56,2215

38,56,32,2446

56,38,32,2327

32,56,38,2472

38,32,56,2431

38,56,35,2731

56,38,35,2593

35,56,38,2688

38,35,56,2648

38,56,38,2931

56,38,38,2786

38,38,56,2865

41,56,20,1655

56,41,20,1619

20,56,41,1818

41,20,56,1620

41,56,23,1954

56,41,23,1899

23,56,41,2064

41,23,56,1853

41,56,26,2164

56,41,26,2109

26,56,41,2219

41,26,56,2087

41,56,29,2366

56,41,29,2310

29,56,41,2464

41,29,56,2314

41,56,32,2562

56,41,32,2502

32,56,41,2629

41,32,56,2546

41,56,35,2860

56,41,35,2796

35,56,41,2870

41,35,56,2778

41,56,38,3075

56,41,38,3000

38,56,41,3127

41,38,56,3009

41,56,41,3285

56,41,41,3201

41,41,56,3239

44,56,20,1784

56,44,20,1729

20,56,44,1926

44,20,56,1738

44,56,23,2097

56,44,23,2033

23,56,44,2191

44,23,56,1997

44,56,26,2324

56,44,26,2254

26,56,44,2349

44,26,56,2242

44,56,29,2547

56,44,29,2476

29,56,44,2619

44,29,56,2491

44,56,32,2766

56,44,32,2689

32,56,44,2792

44,32,56,2741

44,56,35,3082

56,44,35,2995

35,56,44,3049

44,35,56,2989

44,56,38,3308

56,44,38,3212

38,56,44,3314

44,38,56,3243

44,56,41,3532

56,44,41,3432

41,56,44,3487

44,41,56,3489

44,56,44,3752

56,44,44,3643

44,44,56,3737

47,56,20,1906

56,47,20,1845

20,56,47,2090

47,20,56,1872

47,56,23,2245

56,47,23,2174

23,56,47,2384

47,23,56,2138

47,56,26,2486

56,47,26,2408

26,56,47,2556

47,26,56,2402

47,56,29,2734

56,47,29,2640

29,56,47,2844

47,29,56,2671

47,56,32,2966

56,47,32,2867

32,56,47,3027

47,32,56,2942

47,56,35,3308

56,47,35,3194

35,56,47,3311

47,35,56,3202

47,56,38,3546

56,47,38,3430

38,56,47,3600

47,38,56,3470

47,56,41,3786

56,47,41,3661

41,56,47,3780

47,41,56,3734

47,56,44,4021

56,47,44,3890

44,56,47,4072

47,44,56,4009

47,56,47,4364

56,47,47,4216

47,47,56,4273

50,56,20,1984

56,50,20,1959

20,56,50,2204

50,20,56,1946

50,56,23,2334

56,50,23,2310

23,56,50,2513

50,23,56,2221

50,56,26,2589

56,50,26,2556

26,56,50,2690

50,26,56,2503

50,56,29,2837

56,50,29,2801

29,56,50,2995

50,29,56,2783

50,56,32,3085

56,50,32,3048

32,56,50,3194

50,32,56,3049

50,56,35,3435

56,50,35,3395

35,56,50,3493

50,35,56,3329

50,56,38,3686

56,50,38,3642

38,56,50,3805

50,38,56,3610

50,56,41,3938

56,50,41,3901

41,56,50,3982

50,41,56,3887

50,56,44,4179

56,50,44,4138

44,56,50,4290

50,44,56,4167

50,56,47,4533

56,50,47,4490

47,56,50,4599

50,47,56,4446

50,56,50,4795

56,50,50,4738

50,50,56,4723

53,56,20,2112

56,53,20,2078

20,56,53,2314

53,20,56,2065

53,56,23,2488

56,53,23,2444

23,56,53,2637

53,23,56,2362

53,56,26,2759

56,53,26,2705

26,56,53,2825

53,26,56,2657

53,56,29,3019

56,53,29,2969

29,56,53,3156

53,29,56,2952

53,56,32,3282

56,53,32,3224

32,56,53,3364

53,32,56,3251

53,56,35,3658

56,53,35,3597

35,56,53,3671

53,35,56,3545

53,56,38,3925

56,53,38,3859

38,56,53,4000

53,38,56,3842

53,56,41,4200

56,53,41,4127

41,56,53,4190

53,41,56,4140

53,56,44,4458

56,53,44,4382

44,56,53,4514

53,44,56,4435

53,56,47,4836

56,53,47,4752

47,56,53,4836

53,47,56,4729

53,56,50,5098

56,53,50,5018

50,56,53,5038

53,50,56,5036

53,56,53,5367

56,53,53,5279

53,53,56,5332

56,56,20,2196

20,56,56,2425

56,20,56,2152

56,56,23,2581

23,56,56,2762

56,23,56,2457

56,56,26,2862

26,56,56,2965

56,26,56,2759

56,56,29,3135

29,56,56,3304

56,29,56,3069

56,56,32,3408

32,56,56,3525

56,32,56,3375

56,56,35,3808

35,56,56,3847

56,35,56,3684

56,56,38,4084

38,56,56,4191

56,38,56,3991

56,56,41,4361

41,56,56,4392

56,41,56,4301

56,56,44,4630

44,56,56,4734

56,44,56,4609

56,56,47,5022

47,56,56,5076

56,47,56,4921

56,56,50,5308

50,56,56,5285

56,50,56,5231

56,56,53,5582

53,56,56,5623

56,53,56,5543

56,56,56,5855

23,59,23,1298

59,23,23,1146

23,23,59,1252

26,59,23,1399

59,26,23,1300

23,59,26,1442

26,23,59,1348

26,59,26,1542

59,26,26,1431

26,26,59,1509

29,59,23,1554

59,29,23,1442

23,59,29,1572

29,23,59,1497

29,59,26,1716

59,29,26,1592

26,59,29,1688

29,26,59,1679

29,59,29,1881

59,29,29,1744

29,29,59,1866

32,59,23,1655

59,32,23,1582

23,59,32,1704

32,23,59,1593

32,59,26,1829

59,32,26,1746

26,59,32,1829

32,26,59,1793

32,59,29,2006

59,32,29,1914

29,59,32,2032

32,29,59,1987

32,59,32,2175

59,32,32,2081

32,32,59,2189

35,59,23,1802

59,35,23,1721

23,59,35,1906

35,23,59,1731

35,59,26,1991

59,35,26,1902

26,59,35,2041

35,26,59,1952

35,59,29,2182

59,35,29,2085

29,59,35,2268

35,29,59,2168

35,59,32,2370

59,35,32,2269

32,59,35,2417

35,32,59,2383

35,59,35,2642

59,35,35,2529

35,35,59,2598

38,59,23,1956

59,38,23,1861

23,59,38,2038

38,23,59,1892

38,59,26,2159

59,38,26,2060

26,59,38,2181

38,26,59,2122

38,59,29,2374

59,38,29,2271

29,59,38,2434

38,29,59,2362

38,59,32,2580

59,38,32,2457

32,59,38,2592

38,32,59,2594

38,59,35,2875

59,38,35,2734

35,59,38,2830

38,35,59,2827

38,59,38,3087

59,38,38,2936

38,38,59,3064

41,59,23,2050

59,41,23,2002

23,59,41,2173

41,23,59,1982

41,59,26,2271

59,41,26,2216

26,59,41,2337

41,26,59,2221

41,59,29,2485

59,41,29,2438

29,59,41,2596

41,29,59,2469

41,59,32,2703

59,41,32,2647

32,59,41,2771

41,32,59,2718

41,59,35,3011

59,41,35,2949

35,59,41,3020

41,35,59,2961

41,59,38,3229

59,41,38,3163

38,59,41,3286

41,38,59,3207

41,59,41,3452

59,41,41,3378

41,41,59,3461

44,59,23,2208

59,44,23,2146

23,59,44,2302

44,23,59,2128

44,59,26,2438

59,44,26,2382

26,59,44,2477

44,26,59,2393

44,59,29,2679

59,44,29,2611

29,59,44,2759

44,29,59,2661

44,59,32,2905

59,44,32,2834

32,59,44,2937

44,32,59,2928

44,59,35,3251

59,44,35,3162

35,59,44,3206

44,35,59,3198

44,59,38,3488

59,44,38,3389

38,59,44,3487

44,38,59,3453

44,59,41,3719

59,44,41,3623

41,59,44,3670

44,41,59,3723

44,59,44,3950

59,44,44,3849

44,44,59,3990

47,59,23,2365

59,47,23,2297

23,59,47,2505

47,23,59,2280

47,59,26,2616

59,47,26,2539

26,59,47,2691

47,26,59,2564

47,59,29,2875

59,47,29,2786

29,59,47,2994

47,29,59,2853

47,59,32,3124

59,47,32,3026

32,59,47,3193

47,32,59,3133

47,59,35,3481

59,47,35,3371

35,59,47,3481

47,35,59,3419

47,59,38,3732

59,47,38,3615

38,59,47,3788

47,38,59,3707

47,59,41,3986

59,47,41,3869

41,59,47,3972

47,41,59,3990

47,59,44,4233

59,47,44,4113

44,59,47,4281

47,44,59,4275

47,59,47,4589

59,47,47,4462

47,47,59,4559

50,59,23,2459

59,50,23,2437

23,59,50,2639

50,23,59,2378

50,59,26,2726

59,50,26,2700

26,59,50,2838

50,26,59,2669

50,59,29,2989

59,50,29,2959

29,59,50,3154

50,29,59,2962

50,59,32,3245

59,50,32,3213

32,59,50,3363

50,32,59,3256

50,59,35,3616

59,50,35,3590

35,59,50,3671

50,35,59,3552

50,59,38,3881

59,50,38,3852

38,59,50,4003

50,38,59,3850

50,59,41,4151

59,50,41,4113

41,59,50,4192

50,41,59,4148

50,59,44,4413

59,50,44,4371

44,59,50,4518

50,44,59,4446

50,59,47,4783

59,50,47,4739

47,59,50,4840

50,47,59,4740

50,59,50,5047

59,50,50,5008

50,50,59,5048

53,59,23,2619

59,53,23,2579

23,59,53,2775

53,23,59,2518

53,59,26,2898

59,53,26,2857

26,59,53,2982

53,26,59,2833

53,59,29,3180

59,53,29,3133

29,59,53,3319

53,29,59,3146

53,59,32,3451

59,53,32,3406

32,59,53,3541

53,32,59,3465

53,59,35,3862

59,53,35,3801

35,59,53,3862

53,35,59,3779

53,59,38,4138

59,53,38,4077

38,59,53,4214

53,38,59,4100

53,59,41,4418

59,53,41,4355

41,59,53,4411

53,41,59,4416

53,59,44,4692

59,53,44,4625

44,59,53,4755

53,44,59,4729

53,59,47,5089

59,53,47,5018

47,59,53,5093

53,47,59,5055

53,59,50,5376

59,53,50,5301

50,59,53,5303

53,50,59,5370

53,59,53,5659

59,53,53,5578

53,53,59,5685

56,59,23,2723

59,56,23,2722

23,59,56,2908

56,23,59,2618

56,59,26,3016

59,56,26,3019

26,59,56,3121

56,26,59,2945

56,59,29,3307

59,56,29,3316

29,59,56,3476

56,29,59,3272

56,59,32,3597

59,56,32,3604

32,59,56,3708

56,32,59,3599

56,59,35,4008

59,56,35,4012

35,59,56,4049

56,35,59,3929

56,59,38,4305

59,56,38,4308

38,59,56,4408

56,38,59,4256

56,59,41,4598

59,56,41,4603

41,59,56,4624

56,41,59,4587

56,59,44,4886

59,56,44,4895

44,59,56,4981

56,44,59,4920

56,59,47,5295

59,56,47,5306

47,59,56,5338

56,47,59,5250

56,59,50,5592

59,56,50,5602

50,59,56,5562

56,50,59,5580

56,59,53,5888

59,56,53,5899

53,59,56,5932

56,53,59,5908

56,59,56,6174

59,56,56,6185

56,56,59,6243

59,59,23,2875

23,59,59,3111

59,23,59,2760

59,59,26,3190

26,59,59,3336

59,26,59,3104

59,59,29,3506

29,59,59,3718

59,29,59,3455

59,59,32,3808

32,59,59,3960

59,32,59,3799

59,59,35,4246

35,59,59,4333

59,35,59,4146

59,59,38,4557

38,59,59,4710

59,38,59,4500

59,59,41,4870

41,59,59,4936

59,41,59,4846

59,59,44,5175

44,59,59,5318

59,44,59,5194

59,59,47,5609

47,59,59,5714

59,47,59,5542

59,59,50,5924

50,59,59,5936

59,50,59,5895

59,59,53,6228

53,59,59,6329

59,53,59,6246

59,59,56,6535

56,59,59,6585

59,56,59,6603

59,59,59,6972

23,62,23,1368

62,23,23,1219

23,23,62,1311

26,62,23,1468

62,26,23,1367

23,62,26,1507

26,23,62,1406

26,62,26,1625

62,26,26,1511

26,26,62,1575

29,62,23,1632

62,29,23,1515

23,62,29,1647

29,23,62,1565

29,62,26,1804

62,29,26,1674

26,62,29,1771

29,26,62,1753

29,62,29,1976

62,29,29,1837

29,29,62,1950

32,62,23,1741

62,32,23,1664

23,62,32,1790

32,23,62,1659

32,62,26,1918

62,32,26,1840

26,62,32,1922

32,26,62,1870

32,62,29,2100

62,32,29,2018

29,62,32,2131

32,29,62,2078

32,62,32,2284

62,32,32,2191

32,32,62,2280

35,62,23,1888

62,35,23,1818

23,62,35,1998

35,23,62,1806

35,62,26,2097

62,35,26,2012

26,62,35,2141

35,26,62,2036

35,62,29,2290

62,35,29,2208

29,62,35,2381

35,29,62,2264

35,62,32,2493

62,35,32,2389

32,62,35,2538

35,32,62,2494

35,62,35,2773

62,35,35,2665

35,35,62,2717

38,62,23,2060

62,38,23,1966

23,62,38,2146

38,23,62,1973

38,62,26,2274

62,38,26,2172

26,62,38,2298

38,26,62,2216

38,62,29,2490

62,38,29,2387

29,62,38,2558

38,29,62,2461

38,62,32,2706

62,38,32,2593

32,62,38,2726

38,32,62,2707

38,62,35,3017

62,38,35,2887

35,62,38,2970

38,35,62,2954

38,62,38,3238

62,38,38,3099

38,38,62,3198

41,62,23,2148

62,41,23,2115

23,62,41,2279

41,23,62,2059

41,62,26,2381

62,41,26,2349

26,62,41,2447

41,26,62,2320

41,62,29,2611

62,41,29,2567

29,62,41,2733

41,29,62,2579

41,62,32,2839

62,41,32,2790

32,62,41,2909

41,32,62,2833

41,62,35,3162

62,41,35,3112

35,62,41,3175

41,35,62,3094

41,62,38,3400

62,41,38,3337

38,62,41,3454

41,38,62,3359

41,62,41,3625

62,41,41,3567

41,41,62,3614

44,62,23,2317

62,44,23,2265

23,62,44,2417

44,23,62,2218

44,62,26,2564

62,44,26,2513

26,62,44,2596

44,26,62,2497

44,62,29,2822

62,44,29,2757

29,62,44,2890

44,29,62,2775

44,62,32,3062

62,44,32,2991

32,62,44,3082

44,32,62,3056

44,62,35,3409

62,44,35,3336

35,62,44,3366

44,35,62,3331

44,62,38,3658

62,44,38,3579

38,62,44,3663

44,38,62,3607

44,62,41,3905

62,44,41,3830

41,62,44,3846

44,41,62,3888

44,62,44,4149

62,44,44,4068

44,44,62,4168

47,62,23,2478

62,47,23,2420

23,62,47,2631

47,23,62,2375

47,62,26,2754

62,47,26,2678

26,62,47,2817

47,26,62,2682

47,62,29,3015

62,47,29,2936

29,62,47,3144

47,29,62,2982

47,62,32,3277

62,47,32,3190

32,62,47,3347

47,32,62,3270

47,62,35,3652

62,47,35,3564

35,62,47,3657

47,35,62,3572

47,62,38,3918

62,47,38,3825

38,62,47,3987

47,38,62,3869

47,62,41,4183

62,47,41,4079

41,62,47,4172

47,41,62,4166

47,62,44,4446

62,47,44,4338

44,62,47,4496

47,44,62,4467

47,62,47,4825

62,47,47,4703

47,47,62,4763

50,62,23,2586

62,50,23,2568

23,62,50,2768

50,23,62,2475

50,62,26,2860

62,50,26,2842

26,62,50,2973

50,26,62,2781

50,62,29,3137

62,50,29,3122

29,62,50,3314

50,29,62,3094

50,62,32,3407

62,50,32,3393

32,62,50,3532

50,32,62,3398

50,62,35,3804

62,50,35,3785

35,62,50,3854

50,35,62,3710

50,62,38,4082

62,50,38,4063

38,62,50,4205

50,38,62,4019

50,62,41,4357

62,50,41,4337

41,62,50,4404

50,41,62,4329

50,62,44,4632

62,50,44,4609

44,62,50,4746

50,44,62,4644

50,62,47,5023

62,50,47,4999

47,62,50,5094

50,47,62,4949

50,62,50,5306

62,50,50,5280

50,50,62,5271

53,62,23,2752

62,53,23,2723

23,62,53,2914

53,23,62,2627

53,62,26,3052

62,53,26,3022

26,62,53,3129

53,26,62,2959

53,62,29,3347

62,53,29,3311

29,62,53,3484

53,29,62,3290

53,62,32,3637

62,53,32,3598

32,62,53,3718

53,32,62,3621

53,62,35,4051

62,53,35,4010

35,62,53,4064

53,35,62,3947

53,62,38,4351

62,53,38,4311

38,62,53,4421

53,38,62,4280

53,62,41,4649

62,53,41,4600

41,62,53,4631

53,41,62,4611

53,62,44,4938

62,53,44,4896

44,62,53,4988

53,44,62,4938

53,62,47,5354

62,53,47,5304

47,62,53,5357

53,47,62,5277

53,62,50,5658

62,53,50,5601

50,62,53,5579

53,50,62,5607

53,62,53,5956

62,53,53,5892

53,53,62,5937

56,62,23,2862

62,56,23,2879

23,62,56,3056

56,23,62,2726

56,62,26,3175

62,56,26,3194

26,62,56,3278

56,26,62,3075

56,62,29,3487

62,56,29,3504

29,62,56,3651

56,29,62,3418

56,62,32,3791

62,56,32,3809

32,62,56,3891

56,32,62,3760

56,62,35,4223

62,56,35,4250

35,62,56,4263

56,35,62,4101

56,62,38,4532

62,56,38,4559

38,62,56,4631

56,38,62,4448

56,62,41,4852

62,56,41,4872

41,62,56,4855

56,41,62,4789

56,62,44,5155

62,56,44,5183

44,62,56,5235

56,44,62,5142

56,62,47,5581

62,56,47,5615

47,62,56,5617

56,47,62,5482

56,62,50,5894

62,56,50,5929

50,62,56,5849

56,50,62,5835

56,62,53,6202

62,56,53,6239

53,62,56,6238

56,53,62,6178

56,62,56,6502

62,56,56,6544

56,56,62,6523

59,62,23,3049

62,59,23,3056

23,62,59,3260

59,23,62,2883

59,62,26,3382

62,59,26,3393

26,62,59,3500

59,26,62,3242

59,62,29,3717

62,59,29,3724

29,62,59,3898

59,29,62,3603

59,62,32,4037

62,59,32,4048

32,62,59,4156

59,32,62,3966

59,62,35,4496

62,59,35,4511

35,62,59,4547

59,35,62,4329

59,62,38,4829

62,59,38,4844

38,62,59,4943

59,38,62,4698

59,62,41,5164

62,59,41,5182

41,62,59,5182

59,41,62,5061

59,62,44,5485

62,59,44,5505

44,62,59,5593

59,44,62,5422

59,62,47,5947

62,59,47,5968

47,62,59,5994

59,47,62,5794

59,62,50,6277

62,59,50,6299

50,62,59,6242

59,50,62,6155

59,62,53,6610

62,59,53,6634

53,62,59,6651

59,53,62,6519

59,62,56,6927

62,59,56,6954

56,62,59,6938

59,56,62,6900

59,62,59,7411

62,59,59,7420

59,59,62,7281

62,62,23,3217

23,62,62,3407

62,23,62,3038

62,62,26,3564

26,62,62,3660

62,26,62,3420

62,62,29,3913

29,62,62,4070

62,29,62,3806

62,62,32,4256

32,62,62,4341

62,32,62,4186

62,62,35,4744

35,62,62,4748

62,35,62,4574

62,62,38,5093

38,62,62,5162

62,38,62,4953

62,62,41,5441

41,62,62,5414

62,41,62,5340

62,62,44,5782

44,62,62,5842

62,44,62,5729

62,62,47,6265

47,62,62,6261

62,47,62,6111

62,62,50,6623

50,62,62,6521

62,50,62,6499

62,62,53,6972

53,62,62,6955

62,53,62,6894

62,62,56,7307

56,62,62,7249

62,56,62,7298

62,62,59,7793

59,62,62,7723

62,59,62,7760

62,62,62,8147

23,65,23,1431

65,23,23,1248

23,23,65,1363

26,65,23,1537

65,26,23,1402

23,65,26,1575

26,23,65,1461

26,65,26,1697

65,26,26,1556

26,26,65,1641

29,65,23,1712

65,29,23,1560

23,65,29,1727

29,23,65,1627

29,65,26,1886

65,29,26,1728

26,65,29,1852

29,26,65,1827

29,65,29,2066

65,29,29,1891

29,29,65,2027

32,65,23,1816

65,32,23,1714

23,65,32,1871

32,23,65,1731

32,65,26,2004

65,32,26,1896

26,65,32,2009

32,26,65,1947

32,65,29,2199

65,32,29,2088

29,65,32,2236

32,29,65,2163

32,65,32,2386
